date,region,AQI,PM2.5,NO2,SO2,CO,O3,temperature,humidity
09-02-2020,North,103.9372247,56.9008308,39.92519203,14.64765878,1.004735432,26.49537082,25.4201088,73.42252973
10-02-2020,South,114.7693316,69.15324254,42.16689097,21.63455432,0.878661314,35.76488439,24.57781607,20.72794322
11-02-2020,West,103.4273656,62.35459441,42.95665551,19.49296085,0.606126107,11.71932404,21.73631857,42.83460293
12-02-2020,South,97.68703435,51.20203096,44.03299604,19.50999517,0.491788216,19.43522968,22.23188343,35.0041892
13-02-2020,Central,93.97792609,63.36324606,21.74342004,24.04930992,0.745984202,40.33927144,23.16813576,89.9146284
14-02-2020,West,70.42956019,70.71914686,36.98473704,28.3563123,1.058142702,28.21064581,19.14998157,66.96875627
15-02-2020,Central,85.60311583,29.25088082,25.15560932,21.25746835,0.998079774,15.10229339,28.38981645,48.3970017
16-02-2020,East,90.78722458,77.38611097,52.78280947,23.27539009,0.849628613,24.40907056,24.73851431,25.29568214
17-02-2020,West,121.1424445,54.95617892,39.3915048,21.64445768,1.060566158,22.61279622,23.45810765,61.90691803
18-02-2020,North,106.8723658,66.382349,38.0665905,25.08765712,1.312008016,28.67230615,19.4482292,64.91910297
19-02-2020,North,64.73919689,77.95870385,48.96797332,17.6854181,1.118237953,27.03399213,19.19813511,77.14841493
20-02-2020,West,106.4816794,39.42489454,44.22324797,25.37695277,0.963607399,31.43145383,34.67957025,40.2003797
21-02-2020,North,92.29835439,49.35838496,28.71365486,25.55249933,1.278421602,29.44427159,21.86371269,88.69996563
22-02-2020,East,86.46155999,55.67176956,39.29094637,25.41268504,0.712044909,40.87791404,28.05264197,50.76260175
23-02-2020,South,112.2335258,48.24369718,36.64833027,16.69926066,0.932524138,33.3963888,25.81317235,40.71606283
24-02-2020,East,120.6199904,86.02404864,22.55467111,19.15831183,0.939673619,33.66137289,11.12405769,44.39145338
25-02-2020,South,118.6256024,47.14841859,33.09723767,21.19733494,0.628914022,39.32125699,33.96225412,56.37102371
26-02-2020,Central,83.21564954,51.66679831,38.16459678,13.14578978,0.874037751,26.88985,28.42041989,85.56910952
27-02-2020,South,93.81575248,63.06583547,38.85049069,27.97460104,0.377512096,19.90498045,21.16164923,71.46111585
28-02-2020,North,106.6252686,41.96775711,25.17768576,19.93861733,1.573653414,39.6557626,24.85816748,60.39767546
29-02-2020,East,119.5109025,54.06478932,51.51665583,21.41963944,0.718775863,31.08673398,19.25408316,31.39672716
01-03-2020,East,90.41651524,64.76179892,38.97896941,17.1149778,1.475834239,31.11480966,34.13110239,30.45473176
02-03-2020,Central,96.28682047,55.00709393,40.37553077,13.3656122,1.011425352,24.93336063,20.46171146,55.15378397
03-03-2020,North,77.87330052,58.59919712,44.00641638,16.97985057,1.16945924,25.06515734,22.38458002,71.00960932
04-03-2020,Central,76.07586752,52.06001831,32.11923746,21.09602094,0.85336006,36.77377871,21.35219461,72.57085209
05-03-2020,West,116.2505164,37.28294536,44.56355973,23.36714406,1.062378908,37.87724639,25.401897,35.81400687
06-03-2020,Central,127.1248006,64.82389817,36.32925354,20.8089577,1.195146892,36.27058725,31.8515825,27.0069659
07-03-2020,East,98.55979757,86.32399607,31.03414459,21.73362008,1.199365724,36.34369284,33.94687225,46.91226925
08-03-2020,North,120.070658,60.27602446,45.73447493,18.31486813,1.232432017,34.5522363,23.00501928,84.27207803
09-03-2020,North,107.2327205,63.37896176,54.91673859,22.48124283,0.889500187,31.05218184,26.89129491,58.17570769
10-03-2020,East,87.09760491,70.39084133,47.24829373,27.41416433,0.855892098,28.59696253,25.40952706,42.40698368
11-03-2020,North,107.2279121,40.96004255,49.22977565,23.52394721,0.521747102,39.6825908,20.09195368,42.65463678
12-03-2020,South,130.7607313,85.53771987,34.79369393,24.04770944,1.156965703,27.01023304,37.11277787,29.24609317
13-03-2020,South,99.28347922,63.03493195,24.02380271,21.470082,1.324713613,32.95983371,31.81379781,53.12566153
14-03-2020,South,131.2928731,84.47785349,54.90137522,12.48422465,1.484794504,23.56789602,25.94557925,75.3953875
15-03-2020,North,47.60509792,49.00450507,60.54514889,14.77666735,1.09155179,24.72560771,32.90938047,87.79910841
16-03-2020,East,116.4380501,87.27092884,55.42806774,22.274379,0.770056068,28.11076346,31.06053356,55.11165
17-03-2020,South,101.7409414,71.62733241,36.64214061,19.94530474,0.490871157,23.56849299,25.40930671,31.70504411
18-03-2020,North,94.01985299,68.29560129,28.45365661,22.19921443,1.31250002,36.3828146,26.62981803,67.80652799
19-03-2020,South,101.8352155,63.51036682,29.34317302,28.38211709,0.46111703,19.21572599,32.56063071,72.97539399
20-03-2020,North,60.24862171,56.27207073,23.16267432,23.63018,0.897818777,30.79383699,20.26923209,25.01898246
21-03-2020,South,95.60656224,78.00797488,38.92621382,26.29443103,0.932707952,31.06006477,33.36845349,79.50973907
22-03-2020,Central,107.1422514,62.10539805,56.05677958,20.47340695,0.979163459,15.51360337,23.8744372,78.0525673
23-03-2020,South,129.5578809,30.49395445,38.58337368,15.96392161,1.01074078,26.47180944,32.62338371,53.07787378
24-03-2020,North,89.63459563,43.24220307,43.023229,19.7106692,1.041444267,32.0455963,24.97386701,59.2295763
25-03-2020,East,83.83012794,57.21231372,53.75596964,15.97624093,0.275391021,33.42982395,26.68803111,69.93856446
26-03-2020,South,89.96485913,64.64998475,35.95904688,27.79147478,1.004396773,28.36554233,24.82845822,67.37236875
27-03-2020,Central,118.3080424,59.15117267,60.35531457,23.95195538,0.331127328,35.41510564,22.34078189,21.15751847
28-03-2020,Central,106.5750222,78.28456185,59.92094407,22.60256248,1.219665422,29.12546994,23.64972551,28.57047127
29-03-2020,South,89.40479592,30.73347204,38.68888661,26.17971601,0.833462453,30.1092233,31.89555702,31.3813389
30-03-2020,East,110.2653487,62.15381905,34.22465736,9.899717927,0.352888982,32.01323095,13.42918009,72.89731224
31-03-2020,East,101.941551,32.73031162,46.97238046,22.94068976,0.755738597,37.41599703,18.80517028,50.8058494
01-04-2020,West,119.3728998,71.39568443,36.52475057,13.44677108,0.828977398,24.59425598,21.37264145,58.18518385
02-04-2020,West,85.95893812,58.58311928,28.43444783,19.96372151,1.357209885,26.10542502,19.60827604,74.08812058
03-04-2020,East,93.44675707,66.29414958,52.81238654,18.44146204,1.058991323,24.64882807,32.54989805,43.86875883
04-04-2020,North,92.15783694,47.04175559,52.16447387,23.30868306,1.103333483,27.34241827,31.28838489,72.42231591
05-04-2020,South,70.72970104,79.19197397,41.55511604,21.14093644,1.35436649,41.40987406,27.96015905,50.96094922
06-04-2020,West,105.9224055,75.62586996,27.37135246,26.72558587,0.971156714,34.58180255,21.81097966,46.40261314
07-04-2020,North,105.2211054,68.75316455,27.70473749,16.9905142,1.226256388,20.95128204,31.67525933,43.31260848
08-04-2020,East,100.1022691,58.0572413,41.07229288,23.54557195,1.205158334,25.19642428,17.05935037,87.54613708
09-04-2020,Central,95.30825733,68.69785928,35.00128965,20.81111608,0.614059152,32.98213779,35.7099132,74.03813875
10-04-2020,South,71.69258516,49.39661148,36.58907068,11.82354865,1.441895073,22.74793775,21.57685101,21.41371585
11-04-2020,East,91.58709354,72.83333489,50.21963155,15.40691771,0.573909466,24.19727967,23.68982389,87.01908406
12-04-2020,West,93.14570967,84.74221341,47.33179317,19.25060983,1.275209995,40.75967733,22.85328075,74.28077408
13-04-2020,Central,83.95445462,76.0591584,53.7814268,25.56146225,0.544878089,25.09299497,19.63446293,30.44223001
14-04-2020,East,96.77428577,49.05596295,30.09376777,22.31861529,1.180371036,37.63733453,34.62556562,25.34366878
15-04-2020,West,108.0810171,65.42125976,36.56808431,14.16249588,1.558574463,40.04258552,28.94447315,41.57358656
16-04-2020,West,137.723718,40.60287684,47.58981695,19.29841886,0.936106403,24.13230327,31.07735271,63.69270705
17-04-2020,North,103.4915563,68.58585467,44.48078341,30.08903224,0.923093307,22.88029955,18.88165364,63.15826824
18-04-2020,East,105.1510078,66.75905119,55.32380383,20.55611667,1.183132,27.79094331,25.90468914,39.30950876
19-04-2020,West,98.51108168,31.95275491,44.20536706,18.36337212,0.901181063,21.29097823,27.60514345,51.19724851
20-04-2020,South,61.62457569,42.57324234,58.48109104,22.4586982,1.545483611,30.96827103,26.35378262,34.8323109
21-04-2020,South,99.46972249,55.75291655,45.40017802,23.8169654,1.057657675,28.35478471,19.19813274,23.54050796
22-04-2020,West,101.2046042,55.48710379,50.62167448,17.71915826,0.903949148,32.88464013,30.37750011,56.18793272
23-04-2020,East,149.2648422,41.85784597,36.76485053,22.51287387,0.837914342,41.17554765,25.60775041,44.2893794
24-04-2020,Central,96.1527807,65.83468094,40.14287212,18.35555252,0.720115459,36.53987985,20.22517982,58.00177026
25-04-2020,East,106.0309468,63.77210413,49.10944404,23.59663801,0.811673504,33.9139182,15.7237473,86.25551257
26-04-2020,North,99.30576461,57.08596302,56.12978171,20.84846579,0.894797982,14.2716127,28.03333257,30.03592182
27-04-2020,West,76.62643925,48.6631275,47.29236949,22.40983914,0.853708278,33.54700786,37.25227867,20.13734128
28-04-2020,West,122.8564563,75.7306069,39.16828228,16.20408227,0.802547418,43.78102129,19.92372863,25.38147493
29-04-2020,East,115.0386607,84.8311067,53.7733503,15.89356808,1.629652369,5.915819869,25.85223525,52.38958073
30-04-2020,East,115.8206389,52.74657774,18.08021344,24.72748652,0.690971477,35.51506034,30.5524864,69.48524209
01-05-2020,North,81.8122509,50.81749624,25.77765498,19.60301809,1.043989776,28.7251314,18.65173867,60.65345223
02-05-2020,South,128.0558862,67.36811498,46.81634224,21.42517371,1.177756303,23.20163998,22.60021615,54.64262252
03-05-2020,South,71.96297874,54.6295593,40.14108356,18.46802286,1.189032399,36.40902867,20.6992061,44.77741918
04-05-2020,North,111.7371419,57.90904199,46.05513651,24.49363387,0.982417877,43.6776472,29.92338347,41.69819201
05-05-2020,Central,143.8091125,71.09479728,40.64407522,16.9609501,0.927789228,36.20184583,31.62761285,46.34003226
06-05-2020,North,80.1892735,31.35965869,45.70945695,19.3219938,1.135464247,27.03046439,25.79518132,62.81444678
07-05-2020,North,88.67404541,79.77453487,31.85597179,23.92996406,1.079956495,22.4522414,20.79132966,31.74277691
08-05-2020,North,101.9930273,61.09020786,45.70486086,25.8648385,0.92231235,31.15702107,22.78604531,73.99534581
09-05-2020,South,89.93048692,53.82760283,49.94414528,17.38120354,0.531436428,36.98535434,21.84750743,60.26772681
10-05-2020,Central,68.98673138,58.66148769,52.20550604,29.79841991,0.859622883,26.90357579,20.11365569,38.84094643
11-05-2020,West,101.3712595,59.43644033,60.13554295,21.56620847,0.656034951,27.67693607,24.489809,55.0807074
12-05-2020,East,78.75392573,34.03198045,42.44098444,14.78535869,0.799852135,52.576002,27.87413242,87.39450814
13-05-2020,North,109.4718486,82.42407341,42.73911087,21.84526024,1.009966972,38.62921557,27.45128722,21.43440704
14-05-2020,East,81.61151532,60.61988448,24.76827536,18.08500393,1.107620843,39.20102943,24.95883818,33.96658486
15-05-2020,Central,130.9986881,66.64503196,34.68588599,22.17034244,1.534135825,18.31771275,25.28526918,51.38661679
16-05-2020,North,84.33493415,74.27324656,38.06917926,19.78571876,0.838778086,24.34249057,24.59224602,64.69078052
17-05-2020,South,93.55876968,44.68256314,50.50319552,20.37136845,1.232387691,30.59745312,18.5139423,34.85597864
18-05-2020,North,116.2703443,67.10207849,33.88998876,15.44203312,1.091788007,21.99089954,25.80067448,85.19827639
19-05-2020,Central,75.38271367,55.98538364,47.9634002,24.95030615,1.388799301,42.80317839,22.08187207,64.98004087
20-05-2020,North,104.5491987,72.70156163,39.98378283,14.21936316,1.172868616,41.28249845,18.2632839,81.42023643
21-05-2020,West,126.1428551,28.09158869,38.22831885,14.45617552,0.697455572,25.7316373,26.85352784,43.05225512
22-05-2020,Central,67.85033531,58.5135855,42.48893969,21.83680175,0.483086191,44.27134885,21.94134982,78.0267754
23-05-2020,Central,103.6926772,50.95769016,36.08843628,28.01422124,1.09337851,29.96598323,26.13876961,46.47534518
24-05-2020,East,105.1976559,66.48394426,35.70962752,18.23703451,0.841464701,50.71511774,29.23818908,37.69262407
25-05-2020,East,115.6364574,67.05066281,22.95214094,23.50486161,0.705905876,31.15748904,20.24880639,83.81587374
26-05-2020,North,75.26098578,49.38561158,37.52045793,25.36670088,0.619726689,34.609542,25.46060641,26.4552933
27-05-2020,North,73.59086774,49.31739204,35.20031854,24.07342219,1.048292649,41.19922753,15.94788559,86.00221572
28-05-2020,East,110.4388313,58.34001947,34.84019011,18.44395855,1.45231231,40.2210668,32.66266545,52.09606441
29-05-2020,West,105.9396935,46.55036659,44.16873063,14.54476641,0.877398296,34.08585653,18.20466752,89.48378314
30-05-2020,West,105.009857,72.62975543,46.58631953,8.962262172,1.177081093,28.87087744,22.42590169,57.77162576
31-05-2020,North,106.9289642,54.46189199,42.32194505,18.6857975,0.969320095,34.1130616,31.69189952,73.02417205
01-06-2020,West,86.39950557,16.39517671,49.9541519,25.89043684,0.613185373,23.47052662,23.82738537,20.49497114
02-06-2020,West,104.6450739,54.37766915,45.75561926,14.37917008,1.220443403,31.21706975,19.01301157,54.7666774
03-06-2020,Central,105.8614495,44.42184269,37.0494381,23.50104924,0.671592387,21.12553974,28.56536616,71.62174301
04-06-2020,Central,85.71297164,35.53086277,35.37143714,15.24923735,1.006487989,15.75294688,28.45266231,74.7978914
05-06-2020,North,137.3154902,41.43860043,43.12822237,20.53036288,0.897543875,30.40341411,21.8340683,31.06340078
06-06-2020,East,109.4766584,61.64112708,45.7376711,23.53895807,1.26792323,40.09822313,22.3753674,49.32796653
07-06-2020,West,76.17393006,79.92961242,53.97844307,16.70252282,0.682554702,37.40643713,22.82295515,49.33503707
08-06-2020,South,113.1310722,64.69776711,51.91173045,20.8524234,1.117260972,29.34470163,23.9648802,27.25485659
09-06-2020,Central,80.5063666,50.90244918,34.58526993,17.92454332,0.748060778,43.97591759,15.53514462,51.01318554
10-06-2020,West,115.7416921,66.83856293,38.9799372,23.52574329,0.846668436,25.44750887,24.09288069,76.49650711
11-06-2020,West,123.1719116,53.11364535,46.71017805,21.17658584,0,14.65733871,33.91957099,41.01265163
12-06-2020,East,83.58635363,49.58099446,50.67997778,20.28253837,1.627629571,12.54318965,20.52015016,50.28021653
13-06-2020,East,119.2675226,42.68455998,49.38969469,27.7917498,1.16516708,20.55047248,22.08253203,87.26710795
14-06-2020,North,108.2556185,33.7225679,39.36122167,23.31153071,0.769795754,36.53299795,19.08191168,22.21956531
15-06-2020,East,116.4412032,54.1511444,27.45977348,16.54824067,0.662603294,24.92157853,28.06080963,61.40652375
16-06-2020,North,137.9358597,62.37080235,30.01063624,19.5706805,0.851305374,33.68766913,31.01598679,72.04052642
17-06-2020,East,95.09223768,58.55064495,42.72633514,19.62050607,1.21506386,43.17026707,30.9015892,73.26177038
18-06-2020,Central,84.92527671,53.76049608,43.42225579,20.40159786,0.432374522,21.1992243,18.75994706,70.11566174
19-06-2020,Central,82.20971141,45.81380909,29.01320627,32.62254638,0.957524674,33.82799785,27.49895865,70.85160104
20-06-2020,West,83.6837943,69.12369288,40.44569611,21.85425946,1.531192562,34.31170458,32.16875017,24.1308866
21-06-2020,South,98.45796581,40.2430212,46.31224357,9.820487149,0.659816099,23.11409609,27.54831554,57.38956334
22-06-2020,East,106.8230395,71.64041871,28.48773342,17.28600514,1.024115512,40.8336874,27.39204842,74.80783502
23-06-2020,North,105.533816,44.96674472,51.04997202,10.33813956,1.660992945,27.69834356,22.64178711,26.58455343
24-06-2020,South,116.543665,48.71347144,36.22468851,18.35100871,1.189645489,26.92997615,26.10054912,20.84349457
25-06-2020,East,100.2600378,37.99822214,52.57613113,10.06344885,1.037777146,46.89290575,31.1815909,77.01932821
26-06-2020,West,129.0706815,52.4789678,34.66547554,15.64204764,1.151990936,34.18213394,26.64104484,69.86060713
27-06-2020,West,94.70686334,74.62968688,29.73374517,12.39639235,0.879740399,37.4023244,18.75862622,48.85444918
28-06-2020,Central,154.4033833,67.73442133,35.4186301,21.92080089,1.389889386,40.83914345,22.71979163,85.82775028
29-06-2020,East,112.513347,74.67633168,39.04851877,20.00269681,0.880200993,24.796208,31.04639769,73.66186663
30-06-2020,West,82.85684887,67.83213819,36.11520093,21.51481154,0.412245517,39.99856878,26.6237166,87.75026591
01-07-2020,North,78.58215004,43.44495257,37.83998578,19.47724306,0.882609069,25.98484708,25.59531039,85.05206817
02-07-2020,West,109.6494483,55.03816164,43.3396515,13.02851125,0.709979641,25.64301289,22.22992233,53.69055221
03-07-2020,Central,95.53074429,48.29701306,38.2882063,22.56760685,0.915641796,27.82400022,30.9429959,72.82962851
04-07-2020,Central,114.2800099,79.95862356,39.33887606,29.6111228,0.922274782,25.02348132,33.31206299,66.84339722
05-07-2020,West,109.4647525,42.0481703,22.90773601,22.04606289,1.35922696,36.57725146,31.31594562,76.80116471
06-07-2020,Central,98.54342175,73.40546534,43.91698016,17.870377,1.208587818,32.13768524,32.21295811,75.13818816
07-07-2020,North,83.06412564,73.39430805,39.10796702,12.85966412,1.078979646,26.07020468,23.2064688,30.7262379
08-07-2020,West,69.70305551,87.44430303,56.1029298,15.45966515,0.999116377,35.39604027,22.49915451,36.36148723
09-07-2020,South,91.06970096,53.85470111,30.60434833,22.26519828,0.682342597,27.7985405,24.21827413,38.6012104
10-07-2020,South,117.1279759,70.68483239,21.91704672,25.36559013,0.345647429,27.37543704,25.19286621,77.29489915
11-07-2020,South,104.2818749,94.22477755,46.18068494,21.30433087,1.033948003,30.38947108,32.1550989,76.75191928
12-07-2020,South,75.08522443,50.73537485,43.46527018,23.99943645,1.238392361,33.70768285,30.8294337,54.67347429
13-07-2020,West,103.4636185,36.97439629,29.91566979,23.53839122,0.967499835,33.1187812,27.69234694,60.65825815
14-07-2020,West,107.7063476,31.79984949,24.70251045,22.53267196,0.839543703,27.09400654,17.84406617,77.88455071
15-07-2020,East,82.32285128,70.69068043,55.37396731,16.70763202,1.13935065,36.77688966,16.55989078,41.88155205
16-07-2020,South,103.0745021,31.75274688,54.14110391,20.86961756,0.97500034,28.22084679,26.20231372,23.51251438
17-07-2020,Central,101.1641744,54.41521421,15.12543241,15.75811098,1.505723258,24.76012409,29.40131603,53.78175068
18-07-2020,West,77.14059404,66.55969781,35.41776971,20.08714476,1.369818503,18.25582681,24.60216476,83.96020007
19-07-2020,North,107.1557472,62.77763305,56.64192055,21.65431766,1.287852417,37.86542785,34.57452252,75.33277827
20-07-2020,East,111.2156905,66.38167296,35.23937442,28.39391904,1.227320234,30.09912061,19.58779478,45.66321122
21-07-2020,South,121.6610249,63.33434784,35.09387766,13.45134013,0.612949776,31.68697887,18.95824025,24.53399523
22-07-2020,Central,121.076041,79.1829872,37.17240672,22.40753815,1.198898111,38.36642333,21.67859513,64.58436538
23-07-2020,Central,72.44661264,45.71525429,28.79103026,27.40618296,1.112897787,26.18075015,21.48851393,78.41435571
24-07-2020,South,81.2434992,49.84507292,22.95224256,23.79423883,1.181927419,19.00480601,27.63142934,66.54639965
25-07-2020,East,110.3007053,48.41010832,50.52547311,24.16472721,1.147782846,30.55824562,22.89144074,49.75522653
26-07-2020,Central,110.275719,72.45287718,21.57063094,22.93847451,1.135828776,32.46369242,17.26079769,28.63475292
27-07-2020,West,110.3009537,73.50597883,42.47271452,26.49167245,1.810259941,27.89720747,29.45789228,83.75419709
28-07-2020,West,177.0546298,66.76837979,48.86579493,14.56260916,0.977144299,41.78990062,16.20024037,39.3170828
29-07-2020,North,111.4178102,77.752405,25.48773701,13.07036667,1.280901214,10.11066746,19.64390888,35.70009255
30-07-2020,West,122.7113128,42.32938699,30.75731597,19.9683293,0.858703057,38.9604531,16.88646715,77.11836659
31-07-2020,Central,119.0800353,85.00836167,52.13179188,9.194189482,1.237192475,36.3292292,26.03560639,88.68539571
01-08-2020,Central,113.027825,82.84857933,45.3289172,26.15322902,1.281795967,33.65416622,25.93023856,66.21121811
02-08-2020,South,93.69461511,71.03432996,33.82714293,26.10357598,1.109327823,3.312787604,34.58227161,63.73673423
03-08-2020,West,115.1793844,86.72698363,52.02249003,17.83324722,1.500774083,40.27111027,29.56913328,42.36016085
04-08-2020,East,84.54349571,35.15065188,52.06535723,18.14614702,0.734717189,21.78852711,32.20823092,21.42894155
05-08-2020,North,95.26362787,52.13327796,42.69052693,19.63826262,0.853833717,25.93846417,26.44304826,33.42585061
06-08-2020,South,90.29272904,48.97044809,30.99839772,20.26010325,1.063714026,28.63525868,20.11534089,60.91013056
07-08-2020,East,101.6374828,70.82218986,35.86551297,20.6358696,1.264242056,33.25934428,25.64053801,30.59215233
08-08-2020,Central,146.2931713,44.24788891,42.86386744,22.79116053,1.053828856,35.11542434,27.96210504,81.86850649
09-08-2020,Central,62.65469615,71.36242724,38.11405171,19.13686823,1.385727711,37.14272443,28.51903691,33.17012815
10-08-2020,East,113.7252038,80.55804216,49.38957178,24.71596652,0.801493039,36.52682808,22.63793928,56.54731171
11-08-2020,North,67.74568258,70.4280435,24.7022592,22.22973889,0.657826453,32.02341763,27.44393237,55.8409272
12-08-2020,Central,90.56136268,64.25626535,25.05736471,16.96518277,1.092438501,33.32738127,20.33486015,62.27619411
13-08-2020,West,121.7790119,45.18189989,41.80871111,26.67556334,0.976845917,21.27397027,19.78361203,42.92038488
14-08-2020,East,101.2856004,47.29723551,35.08455586,13.20871507,1.162859116,23.99178555,19.42107644,81.14739407
15-08-2020,West,78.44510444,78.74428358,33.72951385,19.53917095,0.991779313,37.16368179,25.12312994,51.10110752
16-08-2020,West,85.69392581,71.69023506,22.31943281,24.83458701,0.897994063,36.69767589,19.11081822,69.01075051
17-08-2020,West,113.591955,59.41470721,40.19545845,16.38463448,0.977518728,35.79039533,22.87627805,64.51376027
18-08-2020,South,85.39266737,53.73135681,39.47244892,21.54777823,1.008654668,25.88466591,29.51458276,28.20092582
19-08-2020,East,104.3291718,29.6128819,46.53478982,22.71669798,0.90850561,37.28393706,19.85435161,63.58475469
20-08-2020,North,100.9114368,43.93721372,40.68906133,15.69738066,0.939060386,20.71004438,22.47843983,58.54918746
21-08-2020,Central,86.96799305,88.67128631,38.67395922,19.6376114,0.878921999,38.61887848,25.35815638,82.90228443
22-08-2020,West,142.8788818,40.79316643,51.77000637,19.21748085,1.256999536,27.91303359,26.23443451,81.66136455
23-08-2020,Central,112.6783804,62.84219732,26.87532697,17.24131074,1.058206301,43.47336325,22.50354705,30.56683512
24-08-2020,Central,59.49714827,75.1116596,45.36389219,31.50837426,1.677025742,17.82846326,28.93430034,25.71796019
25-08-2020,East,103.7290863,41.17615998,23.28852835,16.18446823,1.048211365,44.10723237,27.9522615,40.62145534
26-08-2020,North,86.7642707,62.77065712,31.6163812,25.02465147,0.834742759,27.10828537,30.69928302,89.06289997
27-08-2020,Central,117.0486667,74.06873306,27.87342867,18.03599492,1.801202612,26.96416595,24.59199038,21.51016435
28-08-2020,East,84.14958523,60.18748983,47.81942535,14.56681906,1.124087913,31.55871055,22.43590595,67.10245677
29-08-2020,East,97.70527117,103.0260458,39.34589766,20.51407122,1.297037436,24.4233687,21.58683989,62.59596137
30-08-2020,North,110.0997456,34.97101112,39.86496755,23.24546692,1.177630895,29.42136799,26.53513759,65.26047963
31-08-2020,South,117.3151039,75.88092795,28.93267012,24.60254788,1.186903309,24.09898988,23.11422109,35.28001228
